imdbID,title,year,genre,genres_list,plot,poster,rating,director,actors,runtime
tt0084329,A Midsummer Night's Sex Comedy,1982,Comedy,Comedy,"Centred around a weekend party at the home of inventor Andrew Hobbs and his wife Adrian, attended by randy doctor Maxwell Jordan, his nurse Dulcy, renowned philosopher Dr.Leopold Sturgis and his fiancée, this is a light comedy concerning their various emotional, intellectual and sexual entanglements, loosely based on Ingmar Bergman's 'Smiles of a Summer Night' .",https://m.media-amazon.com/images/M/MV5BOTMxMTM0MTk3Nl5BMl5BanBnXkFtZTcwOTEyODI1NA@@._V1_SX300.jpg,6.6,Woody Allen,"Woody Allen, Mia Farrow, José Ferrer",88 min
tt0109440,Fear City: A Family-Style Comedy,1994,"Comedy, Horror",Comedy|Horror,"Odile Deray est attaché de presse pour le film ""Red is Dead"". Mais au festival de Cannes, personne ne veut regarder un tel navet. Pourtant, les gens changent d'avis au moment où les projectionnistes meurent les un après les autres, assassiné par le méchant de ""Red is Dead"". Serge Karamazov est envoyé sur place pour protéger la victime suivante. Quelques jours plus tard, la salle est comble et même le gratin de Cannes est sur place.",https://m.media-amazon.com/images/M/MV5BMGU1NDhjYzMtZDhhYS00YTJlLTllNDEtY2U2NmJhMTVlMzViXkEyXkFqcGc@._V1_SX300.jpg,7.5,Alain Berbérian,"Chantal Lauby, Alain Chabat, Dominique Farrugia",100 min
tt0188766,King of Comedy,1999,"Comedy, Drama, Romance",Comedy|Drama|Romance,"A bar girl hires a struggling actor to give her acting lessons so that she can feign a greater interest in her customers. The longer they work together, the more they find they have in common.",https://m.media-amazon.com/images/M/MV5BZGQ4MmNlMzctNTBkYS00Nzg5LWIxZjMtZDRjZWIwYjI2MjczXkEyXkFqcGc@._V1_SX300.jpg,7.2,"Stephen Chow, Lik-Chi Lee","Stephen Chow, Karen Mok, Cecilia Cheung",89 min
tt0222850,The Broken Hearts Club: A Romantic Comedy,2000,"Comedy, Drama, Romance",Comedy|Drama|Romance,"In the palm-shaded oasis of West Hollywood, we meet Dennis, a promising photographer. As he prepares to celebrate his twenty-eighth birthday, he laments, ' I can't decide if my friends are the best or worst thing that ever happened to me.' The gang includes Benji, the punkish innocent with a penchant for gym bodies; Howie, the psychology grad student who thinks too much and lives too little; Cole, the charismatic actor who accidentally keeps stealing everybody's guy; Patrick, the cynical quipster, and Taylor, resident drama queen, who, until recently, prided himself on his long-term relationship. Providing sage advice and steady work is Jack, the beloved patriarch whose restaurant is a haven for them all. When tragedy strikes the group, the friendships are put to the test.",https://m.media-amazon.com/images/M/MV5BN2UxYTIxYTMtZTc2Yi00NDljLWJhMTctZGRmZjgxOWM2YWI5XkEyXkFqcGc@._V1_SX300.jpg,6.9,Greg Berlanti,"Timothy Olyphant, Dean Cain, Zach Braff",94 min
tt0056943,The Comedy of Terrors,1963,"Comedy, Horror",Comedy|Horror,"Waldo Trumbull, an undertaker who hasn't had any 'customers' in a long time is forced the pay one year's back-rent. To get money he starts to kill people in order to get new clients.",https://m.media-amazon.com/images/M/MV5BNDlkNzNlYzUtZjU2Mi00MTkxLThlYzgtMzk0YWM5MWJiNjdkXkEyXkFqcGc@._V1_SX300.jpg,6.5,Jacques Tourneur,"Vincent Price, Peter Lorre, Boris Karloff",84 min
tt4368814,Louis C.K.: Live at the Comedy Store,2015,Comedy,Comedy,Comedian Louis C.K. performs live at the Comedy store in LA.,https://m.media-amazon.com/images/M/MV5BYTZhYjRlMDktMGQ5OC00ZTAzLWI2YjUtMTU1NTFmNDRmOWRjXkEyXkFqcGc@._V1_SX300.jpg,7.8,Louis C.K.,"Louis C.K., Jay London",66 min
tt0236388,The Original Kings of Comedy,2000,"Comedy, Documentary",Comedy|Documentary,"February 26 and 27, 2000, the Original Kings of Comedy play Charlotte, NC. The themes are Blacks and Whites, men and women, old-school and hip-hop. Steve Harvey emcees, celebrates '70s music and lyrics of love, and pokes at folks in the front row. D.L. Hughley mines racial differences and talks about his marriage. Cedric the Entertainer riffs on a Black president and on being grown up. Bernie Mac, who says he expresses what's in the back of our minds, closes with reflections on being 42 (new aspects to his sex life and his attitude toward children). Spike Lee's camera takes us backstage and off-stage with the Kings and into the crowd where everyone's laughing.",https://m.media-amazon.com/images/M/MV5BOWQxY2Q5YzEtZDA5ZS00MWM1LThmYzEtYjQ0ZDhkOWUyZTVhXkEyXkFqcGc@._V1_SX300.jpg,6.8,Spike Lee,"Steve Harvey, D.L. Hughley, Cedric The Entertainer",115 min
tt1985970,Comedy Central Roast of Charlie Sheen,2011,"Documentary, Comedy",Documentary|Comedy,It's Charlie Sheen's turn to step in to the celebrity hot seat for the latest installment of The Comedy Central Roast.,https://m.media-amazon.com/images/M/MV5BYmI3ZGQzMTEtZjg3Zi00MmNlLWI3MTgtNDdkMDAxODFmOTQxXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,7.7,Joel Gallen,"Charlie Sheen, Seth MacFarlane, Kate Walsh",90 min
tt2112293,The Comedy,2012,"Comedy, Drama",Comedy|Drama,"Indifferent to the notion of inheriting his father's estate, a restless, aging New Yorker passes time with his friends in games of mock sincerity and irreverence.",https://m.media-amazon.com/images/M/MV5BMjA0OTA3ODU4M15BMl5BanBnXkFtZTcwNDY3NTM1OA@@._V1_SX300.jpg,6.3,Rick Alverson,"Tim Heidecker, Eric Wareheim, James Murphy",95 min
tt0361467,Confessions of a Teenage Drama Queen,2004,"Comedy, Family, Music",Comedy|Family|Music,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg,4.7,Sara Sugarman,"Lindsay Lohan, Megan Fox, Adam Garcia",89 min
tt0014624,A Woman of Paris: A Drama of Fate,1923,"Drama, Romance",Drama|Romance,"Believing that she has been jilted by her artist fiance' Jean when he fails to meet her at the railway station, Marie St. Clair goes off to Paris alone. A year later, mistress of wealthy Pierre Revel, she meets Jean again. Misinterpreting events, she bounces back and forth between apparent security and true love.",https://m.media-amazon.com/images/M/MV5BOTFhYmZjZDUtMzZmMC00YzRmLTlmOTUtZjJlN2M1MzBjODFhXkEyXkFqcGc@._V1_SX300.jpg,6.9,Charles Chaplin,"Edna Purviance, Clarence Geldert, Carl Miller",82 min
tt0446724,Kim Possible: So the Drama,2005,"Animation, Action, Adventure",Animation|Action|Adventure,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devil diablo toys. Does this mean KP may finally have to surrender to Drakken once and for all?",https://m.media-amazon.com/images/M/MV5BMzNlMTUyMTAtZjNjMC00NTFmLWExYjAtZDU0ZjRkYjQwYWIzXkEyXkFqcGc@._V1_SX300.jpg,7.1,Steve Loter,"Christy Carlson Romano, Will Friedle, Nancy Cartwright",71 min
tt1833845,Eating Out: Drama Camp,2011,Comedy,Comedy,"There's no shortage of drama or camp in the fourth installment of Q. Allan Brocka's hilarious Eating Out series. Zack and Casey's relationship is in a slump, but things are about to change at Dick Dickey's Drama Camp. Zack meets gorgeous Benji, and when they get cast as lovers in a sexed-up version of The Taming of the Shrew, their self-restraint is put to the test. Will Zack and Casey's relationship last with Benji in the picture?",https://m.media-amazon.com/images/M/MV5BMTM2NTI0ODE4NF5BMl5BanBnXkFtZTcwMTE0NTE2Nw@@._V1_SX300.jpg,5.3,Q. Allan Brocka,"Chris Salvatore, Daniel Skelton, Aaron Milo",91 min
tt7117870,Love Action Drama,2019,"Comedy, Romance",Comedy|Romance,A man goes through all kinds of action to impress the girl he is in love with a hope to marry her.,https://m.media-amazon.com/images/M/MV5BYTY3YWI3OGQtMDZlNC00MTJiLWE5OGMtNGRkNjAyN2U5ODVmXkEyXkFqcGc@._V1_SX300.jpg,5.2,Dhyan Sreenivasan,"Nivin Pauly, Nayanthara, Aju Varghese",146 min
tt0808237,Drama/Mex,2006,Drama,Drama,"Two interlaced stories unfold over the course of the same long, hot day in the once lush and now decadent resort town of Acapulco. The first involves the beautiful and cool Fernanda, who is forced to deal with the sudden emergence of her ex-lover, Chino. Her boyfriend, Gonzalo, must now compete with the intense sexual tension Fernanda and Chino share. The second story concerns Jamie, an office worker with hidden indiscretions, attempting suicide in a beachfront hotel-until a precocious and equally dishonest teenage girl disrupts his plan. They will all converge in a stark and harrowing portrayal of moral ambiguity.",https://m.media-amazon.com/images/M/MV5BMDgxYTU4ODMtMDZjNy00OWFlLTg2ZjctYWYxZmQwZjZkMDk2XkEyXkFqcGc@._V1_SX300.jpg,5.9,Gerardo Naranjo,"Fernando Becerril, Diana García, Miriana Moro",93 min
tt14833702,A Little Daytime Drama,2021,"Comedy, Romance",Comedy|Romance,"In order to save her daytime soap drama from cancellation, head writer Maggie must convince Darin (her real-life ex-boyfriend) to return to the show.",https://m.media-amazon.com/images/M/MV5BYWMxYjI5NWUtM2EyMy00YmE5LWI3ZTItOGNiNjkwMWZmMjg4XkEyXkFqcGc@._V1_SX300.jpg,6.4,Heather Hawthorn Doyle,"Jen Lilley, Ryan Paevey, Linda Dano",84 min
tt0017743,Chang: A Drama of the Wilderness,1927,"Documentary, Adventure, Drama",Documentary|Adventure|Drama,"Kru is a pioneer, living deeper in the jungle of northern Siam than any of his predecessors. He solves the problems caused by leopards and tigers attacking his stock by setting traps and killing those beasts. A baby chang (the Siamese word for elephant) is caught in his trap, and thinking he would tame it so it will work for him one day, he tethers it to a post under his house, which is on stilts. Its mother comes and destroys his house. Kru and his family flee to the village, where a mammoth herd of elephants suddenly appear and decimates the buildings in the village. But the villagers fight back.",https://m.media-amazon.com/images/M/MV5BNmVkNGE4MmUtN2ZlOC00Y2M3LWI4MDUtY2VkZDhiYWZlNTg3XkEyXkFqcGc@._V1_SX300.jpg,6.9,"Merian C. Cooper, Ernest B. Schoedsack","Kru, Chantui, Nah",69 min
tt1365451,Drama,2010,Drama,Drama,"Three theater students, influenced by a professor and French theorist Antonin Artaud's acting technique, begin to experiment with their own lives, searching for real emotions and situations to bring onto the stage. Their obsession with becoming better actors leads them to their darkest sides, surpassing boundaries that neither they nor their teachers could ever imagine.",https://m.media-amazon.com/images/M/MV5BMTY3NjEyMzgxMF5BMl5BanBnXkFtZTcwMzg1NzkxNA@@._V1_SX300.jpg,4.9,Matias Lira,"Eusebio Arenas, Diego Ruiz, Isidora Urrejola",80 min
tt0073629,The Rocky Horror Picture Show,1975,"Comedy, Horror, Musical",Comedy|Horror|Musical,"On a wild and rain-swept late-November evening, somewhere at an empty stretch of road outside Ohio's merry Denton, blissfully-affianced, prudish, boringly-innocent young pair Brad Majors (Barry Bostwick) and Janet Weiss (Susan Sarandon) find themselves stranded on their way to visit an ex-tutor. Instead, the couple will inadvertently unearth the cross-dressing Dr. Frank-N-Furter's (Tim Curry's) spooky lair of inexhaustible oddities, just in time to partake in the out-of-this-world mad scientist's proud unveiling of his latest, delightfully extravagant, most daring creation: the ultimate male and the perfect sex symbol: the flaxen-haired Rocky Horror (Peter Hinwood). But, little by little, as the effervescent transgressive force gobbles up whole the unsuspecting visitors of the night, Brad and Janet slowly begin to embrace the potent fascinations of seduction, while an idolized Rocky roams free in the mansion. Who can interrupt man's union with the absolute pleasure?",https://m.media-amazon.com/images/M/MV5BOTg2YzY5ZGYtNDk1My00N2Q2LWFhN2YtZWU5YTkzODIyZGRmXkEyXkFqcGc@._V1_SX300.jpg,7.4,Jim Sharman,"Tim Curry, Susan Sarandon, Barry Bostwick",100 min
tt0384806,The Amityville Horror,2005,Horror,Horror,"In December 1975, George and Kathy Lutz along with their three children move into an elegant Long Island house. What they don't know is that the house was the site of a horrific mass murder a year before. They decide to keep the house and attempt to keep the horror in the past, but are now haunted by a murderous presence. This is until, George starts to behave weirdly and their daughter, Chelsea starts to see people. What follows is 28 days of sheer, unbridled terror for the family with demonic visions of the dead. Based on the true story of George and Kathy Lutz, The Amityville Horror remains one of the most horrifying haunted house stories ever told - because it actually happened.",https://m.media-amazon.com/images/M/MV5BMzc1Njc2NDc3NV5BMl5BanBnXkFtZTYwODYyNzI3._V1_SX300.jpg,5.9,Andrew Douglas,"Ryan Reynolds, Melissa George, Jimmy Bennett",90 min
tt0013442,Nosferatu: A Symphony of Horror,1922,"Fantasy, Horror",Fantasy|Horror,"Wisbourg, Germany based estate agent Knock dispatches his associate, Hutter, to Count Orlok's castle in Transylvania as the Count wants to purchase an isolated house in Wisbourg. They plan on selling him the one across the way from Hutter's own home. Hutter leaves his innocent wife, Ellen, with some friends while he is away. Hutter's trek is an unusual one, with many locals not wanting to take him near the castle where strange events have been occurring. Once at the castle, Hutter does manage to sell the Count the house, but he also notices and feels unusual occurrences, primarily feeling like there is a dark shadow hanging over him, even in the daytime when the Count is unusually asleep. Hutter eventually sees the Count's sleeping chamber in a crypt, and based on a book he has recently read, believes the Count is really a vampire or Nosferatu. While Hutter is trapped in the castle, the Count, hiding in a shipment of coffins, makes his way to Wisbourg, causing death along his way, which most attribute to the plague. Hutter himself tries to rush home to save his town and most importantly save Ellen from Nosferatu's imminent arrival. In Wisbourg, Ellen can feel the impending darkness as Nosferatu gets closer. But she learns that a sinless woman can sacrifice herself to kill the vampire. Will Hutter be able to save Ellen either from Nosferatu and/or her self-sacrifice?",https://m.media-amazon.com/images/M/MV5BNDg1OTI1M2MtMTVlMS00ZjFhLTgyMTAtYjIzOWUwZTkyZWE5XkEyXkFqcGc@._V1_SX300.jpg,7.8,F.W. Murnau,"Max Schreck, Alexander Granach, Gustav von Wangenheim",94 min
tt0078767,The Amityville Horror,1979,Horror,Horror,"Based on a true story that was claimed by writer Jay Anson, The Amityville Horror is about a large house on the coast of Long Island where newlyweds George and Kathy Lutz and their three children move into the house that they hope will be their dream house which ends up in terror. Despite full disclosure by the real estate agent of the house's history, George and Kathy buy the house. George says, ""Houses don't have memories,"" but they turn to their family priest Father Delaney who believes the house is haunted and performs an exorcism on the house. But satanic forces in the house causes him to become blind and makes him very sick. With the help of another priest Father Bolen and a police detective, George and Kathy face the fears of the house, but not knowing the forces are planning to possess George and then the children.",https://m.media-amazon.com/images/M/MV5BNWRmOTdhMWEtYmExOC00Y2E5LTkwYjEtYTAwY2Q0MTU0MTBlXkEyXkFqcGc@._V1_SX300.jpg,6.2,Stuart Rosenberg,"James Brolin, Margot Kidder, Rod Steiger",117 min
tt0051554,Horror of Dracula,1958,"Drama, Horror",Drama|Horror,"After Jonathan Harker attacks Dracula at his castle (apparently somewhere in Germany), the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",https://m.media-amazon.com/images/M/MV5BNTQxZTQxYjUtZDg0Zi00ZGE2LWJlMzQtYWJhMjM2MTJmYTI1XkEyXkFqcGc@._V1_SX300.jpg,7.2,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough",82 min
tt12877640,A Classic Horror Story,2021,"Drama, Horror, Mystery",Drama|Horror|Mystery,"Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",https://m.media-amazon.com/images/M/MV5BYTg5ZDgxNDAtMzFkNS00M2UwLWI4N2EtOTczYjM0MjYwZDRjXkEyXkFqcGc@._V1_SX300.jpg,5.7,"Roberto De Feo, Paolo Strippoli","Matilda Lutz, Francesco Russo, Peppino Mazzotta",95 min
tt0068713,Horror Express,1972,"Adventure, Horror, Sci-Fi",Adventure|Horror|Sci-Fi,"An English anthropologist has discovered a frozen monster in the frozen wastes of Manchuria which he believes may be the Missing Link. He brings the creature back to Europe aboard a trans-Siberian express, but during the trip the monster thaws out and starts to butcher the passengers one by one.",https://m.media-amazon.com/images/M/MV5BMWY4MzczOWUtYTdlYS00MjNlLTg1ODEtYjkzOTY0MTNmZmEyXkEyXkFqcGc@._V1_SX300.jpg,6.5,Eugenio Martín,"Christopher Lee, Peter Cushing, Alberto de Mendoza",88 min
tt3688406,A Christmas Horror Story,2015,"Fantasy, Horror, Mystery",Fantasy|Horror|Mystery,"High school students investigate a mysterious homicide that occurred the prior holiday season, a couple notices their young son is acting strangely after a snowy forest trip to cut down a traditional tree and one family are stalked through a winter wonderland by Krampus, the Xmas demon. Meanwhile at the North Pole, Santa is fending off zombie elves.",https://m.media-amazon.com/images/M/MV5BODg3NTAwNzk5M15BMl5BanBnXkFtZTgwNjA4OTE3MDI@._V1_SX300.jpg,5.8,"Grant Harvey, Steven Hoban, Brett Sullivan","William Shatner, George Buza, Rob Archer",99 min
tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,"Comedy, Horror, Musical",Comedy|Horror|Musical,"A straitlaced, square couple, seeking shelter from a storm, find themselves in the castle of a transgender alien mad scientist intent on creating a buff bodybuilder.",https://m.media-amazon.com/images/M/MV5BN2FjZDExZDgtZTE2NS00MTU0LWEzNTAtMGZiZDZjYmE0NjYyXkEyXkFqcGc@._V1_SX300.jpg,4.2,Kenny Ortega,"Ivy Levan, Victoria Justice, Staz Nair",88 min
tt3692082,Little Horror Movie,2018,"Horror, Mystery",Horror|Mystery,"Max (Adam Iraki) has eyes only for Cammie (Isabelle Fuhrman); the smart, popular red head girl in school. When Max finally scores a date with Cammie, Max accidentally frees a coven of evil witches. Now, With the help of his friends - Tara (Amandla Stenberg) and Nicky (Andre Kim) the kids must steal the witches' book of spells to stop them from becoming immortal.",https://m.media-amazon.com/images/M/MV5BYmM4NzAwN2EtZTRhNy00ZGYyLTljNzEtZGY0OWM0N2FhYWEyXkEyXkFqcGc@._V1_SX300.jpg,4.1,Jérôme Cohen-Olivar,"Einar Kuusk, Rebecca Ramon, Aouatefe Lahmani",84 min
tt0088263,Michael Jackson: Thriller,1983,"Short, Horror, Music",Short|Horror|Music,"Michael Jackson and his date are watching a movie. They leave, and take a shortcut through the graveyard on the way home. Michael turns into a werepanther-type creature, and then later a zombie, as he gets down and funky in a tremendous dance scene to the tune of his song ""Thriller.""",https://m.media-amazon.com/images/M/MV5BODhhZjJlYTktZDQ2MS00Yzk4LWFlOTQtYTgyOGE1ZGE5YWEyL2ltYWdlXkEyXkFqcGdeQXVyMzA5MjgyMjI@._V1_SX300.jpg,8.7,John Landis,"Michael Jackson, Ola Ray",13 min
tt0072285,Thriller: A Cruel Picture,1973,"Action, Crime, Drama",Action|Crime|Drama,"Rendered mute after a horrific assault in the park by a sadistic old paedophile, young Madeleine tries to escape the traumatic experience living in silence in her parents' farmhouse. However, things will take a turn for the worse, when an innocent offer for a lift by a handsome stranger in a flashy sports-car leads to a nightmarish life of prostitution, abuse, and drug addiction. But when Madeleine finds out her evil pimp's cruel scheme, an irrevocable course of sweet retribution and a deadly sawed-off double-barrelled shotgun will inevitably set the stage for a bloody roaring rampage of revenge. And then, no one will ever dare to harm her again. Never again.",https://m.media-amazon.com/images/M/MV5BYTVhY2RkMTEtNWJhOS00NmM3LTg2ZjAtNDE4NDY3NmM2YmZlXkEyXkFqcGc@._V1_SX300.jpg,6.4,Bo Arne Vibenius,"Christina Lindberg, Heinz Hopf, Despina Tomazani",104 min
